#ies_format_version: 1.0
#file: 20250819_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250819;	151748;	1755596868.000;	       10332
20250819;	151752;	1755596872.000;	       10336
20250819;	151756;	1755596876.000;	       10340
20250819;	151800;	1755596880.000;	       10344
20250819;	151804;	1755596884.000;	       err32
20250819;	151808;	1755596888.000;	       err32
20250819;	151812;	1755596892.000;	       err32
20250819;	151816;	1755596896.000;	       err32
20250819;	151820;	1755596900.000;	       err32
20250819;	151824;	1755596904.000;	       err32
20250819;	151828;	1755596908.000;	       err32
20250819;	151832;	1755596912.000;	       10376
20250819;	151836;	1755596916.000;	       10380
20250819;	151840;	1755596920.000;	       10384
20250819;	151844;	1755596924.000;	       10388
20250819;	151848;	1755596928.000;	       10392
20250819;	151852;	1755596932.000;	       10396
20250819;	151856;	1755596936.000;	       10400
20250819;	151900;	1755596940.000;	       10404
20250819;	151904;	1755596944.000;	       10408
20250819;	151908;	1755596948.000;	       10412
20250819;	151912;	1755596952.000;	       10416
20250819;	151916;	1755596956.000;	       10420
20250819;	151920;	1755596960.000;	       10424
20250819;	151924;	1755596964.000;	       10428
20250819;	151928;	1755596968.000;	       10432
20250819;	151932;	1755596972.000;	       10436
20250819;	151936;	1755596976.000;	       10440
20250819;	151940;	1755596980.000;	       10444
20250819;	151944;	1755596984.000;	       10448
20250819;	151948;	1755596988.000;	       10452
20250819;	151952;	1755596992.000;	       10456
20250819;	151956;	1755596996.000;	       10460
20250819;	152000;	1755597000.000;	       10464
20250819;	152004;	1755597004.000;	       10468
20250819;	152008;	1755597008.000;	       10472
20250819;	152012;	1755597012.000;	       10476
20250819;	152016;	1755597016.000;	       10480
20250819;	152020;	1755597020.000;	       10484
20250819;	152024;	1755597024.000;	       10488
20250819;	152028;	1755597028.000;	       10491
20250819;	152032;	1755597032.000;	       10495
20250819;	152036;	1755597036.000;	       10499
20250819;	152040;	1755597040.000;	       10503
20250819;	152044;	1755597044.000;	       10507
20250819;	152048;	1755597048.000;	       10511
20250819;	152052;	1755597052.000;	       10515
20250819;	152056;	1755597056.000;	       10519
20250819;	152100;	1755597060.000;	       10523
20250819;	152104;	1755597064.000;	       10527
20250819;	152108;	1755597068.000;	       10531
20250819;	152112;	1755597072.000;	       10535
20250819;	152116;	1755597076.000;	       10539
20250819;	152120;	1755597080.000;	       10543
20250819;	152124;	1755597084.000;	       err32
20250819;	152128;	1755597088.000;	       err32
20250819;	152132;	1755597092.000;	       err32
20250819;	152136;	1755597096.000;	       err32
20250819;	152140;	1755597100.000;	       err32
20250819;	152144;	1755597104.000;	        err7
20250819;	152148;	1755597108.000;	       10570
20250819;	152152;	1755597112.000;	       10574
20250819;	152156;	1755597116.000;	       10578
20250819;	152200;	1755597120.000;	       10582
20250819;	152204;	1755597124.000;	       10586
20250819;	152208;	1755597128.000;	       10590
20250819;	152212;	1755597132.000;	       10594
20250819;	152216;	1755597136.000;	       10598
20250819;	152220;	1755597140.000;	       10602
20250819;	152224;	1755597144.000;	       10606
20250819;	152228;	1755597148.000;	       10609
20250819;	152232;	1755597152.000;	       10613
20250819;	152236;	1755597156.000;	       10617
20250819;	152240;	1755597160.000;	       10621
20250819;	152244;	1755597164.000;	       10625
20250819;	152248;	1755597168.000;	       10629
20250819;	152252;	1755597172.000;	       10633
20250819;	152256;	1755597176.000;	       10637
20250819;	152300;	1755597180.000;	       10641
20250819;	152304;	1755597184.000;	       10645
20250819;	152308;	1755597188.000;	       10649
20250819;	152312;	1755597192.000;	       10653
20250819;	152316;	1755597196.000;	       10657
20250819;	152320;	1755597200.000;	       10661
20250819;	152324;	1755597204.000;	       10665
20250819;	152328;	1755597208.000;	       10669
20250819;	152332;	1755597212.000;	       10673
20250819;	152336;	1755597216.000;	       10677
20250819;	152340;	1755597220.000;	       10681
20250819;	152344;	1755597224.000;	       10685
20250819;	152348;	1755597228.000;	       10689
20250819;	152352;	1755597232.000;	       10693
20250819;	152356;	1755597236.000;	       10697
20250819;	152400;	1755597240.000;	       10701
20250819;	152404;	1755597244.000;	       10705
20250819;	152408;	1755597248.000;	       10709
20250819;	152412;	1755597252.000;	       10713
20250819;	152416;	1755597256.000;	       10717
20250819;	152420;	1755597260.000;	       10721
20250819;	152424;	1755597264.000;	       10725
20250819;	152428;	1755597268.000;	       10729
20250819;	152432;	1755597272.000;	       10733
20250819;	152436;	1755597276.000;	       10737
20250819;	152440;	1755597280.000;	       10741
20250819;	152444;	1755597284.000;	       err32
20250819;	152448;	1755597288.000;	       err32
20250819;	152452;	1755597292.000;	       err32
20250819;	152456;	1755597296.000;	       err32
20250819;	152500;	1755597300.000;	       err32
20250819;	152504;	1755597304.000;	       err32
20250819;	152508;	1755597308.000;	       err32
20250819;	152512;	1755597312.000;	       err32
20250819;	152516;	1755597316.000;	       err32
20250819;	152520;	1755597320.000;	       err32
20250819;	152524;	1755597324.000;	       err32
20250819;	152528;	1755597328.000;	       err32
20250819;	152532;	1755597332.000;	       err32
20250819;	152536;	1755597336.000;	       err32
20250819;	152540;	1755597340.000;	       err32
20250819;	152544;	1755597344.000;	       err32
20250819;	152548;	1755597348.000;	       err32
20250819;	152552;	1755597352.000;	       err32
20250819;	152556;	1755597356.000;	       err32
20250819;	152600;	1755597360.000;	       err32
20250819;	152604;	1755597364.000;	       err32
20250819;	152608;	1755597368.000;	       err32
20250819;	152612;	1755597372.000;	       err32
20250819;	152616;	1755597376.000;	       err32
20250819;	152620;	1755597380.000;	       err32
20250819;	152624;	1755597384.000;	       err32
20250819;	152628;	1755597388.000;	       err32
20250819;	152632;	1755597392.000;	       err32
20250819;	152636;	1755597396.000;	       err32
20250819;	152640;	1755597400.000;	       err32
20250819;	152644;	1755597404.000;	       err32
20250819;	152648;	1755597408.000;	       err32
20250819;	152652;	1755597412.000;	       err32
20250819;	152656;	1755597416.000;	       err32
20250819;	152700;	1755597420.000;	       err32
20250819;	152704;	1755597424.000;	       err32
20250819;	152708;	1755597428.000;	       err32
20250819;	152712;	1755597432.000;	       err32
20250819;	152716;	1755597436.000;	       err32
20250819;	152720;	1755597440.000;	       err32
20250819;	152724;	1755597444.000;	       err32
20250819;	152728;	1755597448.000;	       err32
20250819;	152732;	1755597452.000;	       err32
20250819;	152736;	1755597456.000;	        err7
20250819;	152740;	1755597460.000;	       10917
20250819;	152744;	1755597464.000;	       10921
20250819;	152748;	1755597468.000;	       10925
20250819;	152752;	1755597472.000;	       10929
20250819;	152756;	1755597476.000;	       10933
20250819;	152800;	1755597480.000;	       10937
20250819;	152804;	1755597484.000;	       10941
20250819;	152808;	1755597488.000;	       10945
20250819;	152812;	1755597492.000;	       10949
20250819;	152816;	1755597496.000;	       10953
20250819;	152820;	1755597500.000;	       10957
20250819;	152824;	1755597504.000;	       10961
20250819;	152828;	1755597508.000;	       10965
20250819;	152832;	1755597512.000;	       10969
20250819;	152836;	1755597516.000;	       10973
20250819;	152840;	1755597520.000;	       10977
20250819;	152844;	1755597524.000;	       10981
20250819;	152848;	1755597528.000;	       10985
20250819;	152852;	1755597532.000;	       10989
20250819;	152856;	1755597536.000;	       10993
20250819;	152900;	1755597540.000;	       10997
20250819;	152904;	1755597544.000;	       11001
20250819;	152908;	1755597548.000;	       11005
20250819;	152912;	1755597552.000;	       11009
20250819;	152916;	1755597556.000;	       11013
20250819;	152920;	1755597560.000;	       11017
20250819;	152924;	1755597564.000;	       11021
20250819;	152928;	1755597568.000;	       11025
20250819;	152932;	1755597572.000;	       11029
20250819;	152936;	1755597576.000;	       11033
20250819;	152940;	1755597580.000;	       11037
20250819;	152944;	1755597584.000;	       11041
20250819;	152948;	1755597588.000;	       11045
20250819;	152952;	1755597592.000;	       11049
20250819;	152956;	1755597596.000;	       11053
20250819;	153000;	1755597600.000;	       11057
20250819;	153004;	1755597604.000;	       11061
20250819;	153008;	1755597608.000;	       11065
20250819;	153012;	1755597612.000;	       11069
20250819;	153016;	1755597616.000;	       11073
20250819;	153020;	1755597620.000;	       11077
20250819;	153024;	1755597624.000;	       11081
20250819;	153028;	1755597628.000;	       11085
20250819;	153032;	1755597632.000;	       11089
20250819;	153036;	1755597636.000;	       11093
20250819;	153040;	1755597640.000;	       11097
20250819;	153044;	1755597644.000;	       11101
20250819;	153048;	1755597648.000;	       11105
20250819;	153052;	1755597652.000;	       11109
20250819;	153056;	1755597656.000;	       11113
20250819;	153100;	1755597660.000;	       11117
20250819;	153104;	1755597664.000;	       11121
20250819;	153108;	1755597668.000;	       11125
20250819;	153112;	1755597672.000;	       11129
20250819;	153116;	1755597676.000;	       11133
20250819;	153120;	1755597680.000;	       11137
20250819;	153124;	1755597684.000;	       11141
20250819;	153128;	1755597688.000;	       11145
20250819;	153132;	1755597692.000;	       11149
20250819;	153136;	1755597696.000;	       11153
20250819;	153140;	1755597700.000;	       11157
20250819;	153144;	1755597704.000;	       11161
20250819;	153148;	1755597708.000;	       11165
20250819;	153152;	1755597712.000;	       11169
20250819;	153156;	1755597716.000;	       11173
20250819;	153200;	1755597720.000;	       11177
20250819;	153204;	1755597724.000;	       err32
20250819;	153208;	1755597728.000;	       err32
20250819;	153212;	1755597732.000;	       err32
20250819;	153216;	1755597736.000;	       err32
20250819;	153220;	1755597740.000;	       err32
20250819;	153224;	1755597744.000;	       err32
20250819;	153228;	1755597748.000;	       err32
20250819;	153232;	1755597752.000;	        err8
20250819;	153236;	1755597756.000;	       11211
20250819;	153240;	1755597760.000;	       11215
20250819;	153244;	1755597764.000;	       11219
20250819;	153248;	1755597768.000;	       11223
20250819;	153252;	1755597772.000;	       11227
20250819;	153256;	1755597776.000;	       11231
20250819;	153300;	1755597780.000;	       11235
20250819;	153304;	1755597784.000;	       11239
20250819;	153308;	1755597788.000;	       11243
20250819;	153312;	1755597792.000;	       11247
20250819;	153316;	1755597796.000;	       11251
20250819;	153320;	1755597800.000;	       11255
20250819;	153324;	1755597804.000;	           2
20250819;	153328;	1755597808.000;	           6
20250819;	153332;	1755597812.000;	          10
20250819;	153336;	1755597816.000;	          14
20250819;	153340;	1755597820.000;	          18
20250819;	153344;	1755597824.000;	          22
20250819;	153348;	1755597828.000;	          26
20250819;	153352;	1755597832.000;	          30
20250819;	153356;	1755597836.000;	          34
20250819;	153400;	1755597840.000;	          38
20250819;	153404;	1755597844.000;	          42
20250819;	153408;	1755597848.000;	          46
20250819;	153412;	1755597852.000;	          50
20250819;	153416;	1755597856.000;	          54
20250819;	153420;	1755597860.000;	          58
20250819;	153424;	1755597864.000;	          62
20250819;	153428;	1755597868.000;	          66
20250819;	153432;	1755597872.000;	          70
20250819;	153436;	1755597876.000;	          74
20250819;	153440;	1755597880.000;	          78
20250819;	153444;	1755597884.000;	          82
20250819;	153448;	1755597888.000;	          86
20250819;	153452;	1755597892.000;	          90
20250819;	153456;	1755597896.000;	          94
20250819;	153500;	1755597900.000;	          98
20250819;	153504;	1755597904.000;	       err32
20250819;	153508;	1755597908.000;	       err32
20250819;	153512;	1755597912.000;	         104
20250819;	153516;	1755597916.000;	         108
20250819;	153520;	1755597920.000;	         112
20250819;	153524;	1755597924.000;	         116
20250819;	153528;	1755597928.000;	         120
20250819;	153532;	1755597932.000;	         123
20250819;	153536;	1755597936.000;	         127
20250819;	153540;	1755597940.000;	         131
20250819;	153544;	1755597944.000;	         135
20250819;	153548;	1755597948.000;	         139
20250819;	153552;	1755597952.000;	         143
20250819;	153556;	1755597956.000;	         147
20250819;	153600;	1755597960.000;	         151
20250819;	153604;	1755597964.000;	         155
20250819;	153608;	1755597968.000;	         159
20250819;	153612;	1755597972.000;	         163
20250819;	153616;	1755597976.000;	         167
20250819;	153620;	1755597980.000;	         171
20250819;	153624;	1755597984.000;	         175
20250819;	153628;	1755597988.000;	         179
20250819;	153632;	1755597992.000;	         183
20250819;	153636;	1755597996.000;	         187
20250819;	153640;	1755598000.000;	         191
20250819;	153644;	1755598004.000;	         195
20250819;	153648;	1755598008.000;	         199
20250819;	153652;	1755598012.000;	         203
20250819;	153656;	1755598016.000;	         207
20250819;	153700;	1755598020.000;	         211
20250819;	153704;	1755598024.000;	         215
20250819;	153708;	1755598028.000;	         219
20250819;	153712;	1755598032.000;	       err32
20250819;	153716;	1755598036.000;	       err32
20250819;	153720;	1755598040.000;	       err32
20250819;	153724;	1755598044.000;	       err32
20250819;	153728;	1755598048.000;	       err32
20250819;	153732;	1755598052.000;	       err32
20250819;	153736;	1755598056.000;	       err32
20250819;	153740;	1755598060.000;	       err32
20250819;	153744;	1755598064.000;	       err32
20250819;	153748;	1755598068.000;	         258
20250819;	153752;	1755598072.000;	         262
20250819;	153756;	1755598076.000;	         266
20250819;	153800;	1755598080.000;	         270
20250819;	153804;	1755598084.000;	         274
20250819;	153808;	1755598088.000;	         278
20250819;	153812;	1755598092.000;	         282
20250819;	153816;	1755598096.000;	         286
20250819;	153820;	1755598100.000;	         290
20250819;	153824;	1755598104.000;	         294
20250819;	153828;	1755598108.000;	       err32
20250819;	153832;	1755598112.000;	       err32
20250819;	153836;	1755598116.000;	       err32
20250819;	153840;	1755598120.000;	       err32
20250819;	153844;	1755598124.000;	       err32
20250819;	153848;	1755598128.000;	       err32
20250819;	153852;	1755598132.000;	       err32
20250819;	153856;	1755598136.000;	       err32
20250819;	153900;	1755598140.000;	       err32
20250819;	153904;	1755598144.000;	       err32
20250819;	153908;	1755598148.000;	       err32
20250819;	153912;	1755598152.000;	       err32
20250819;	153916;	1755598156.000;	       err32
20250819;	153920;	1755598160.000;	       err32
20250819;	153924;	1755598164.000;	       err32
20250819;	153928;	1755598168.000;	       err32
20250819;	153932;	1755598172.000;	       err32
20250819;	153936;	1755598176.000;	       err32
20250819;	153940;	1755598180.000;	       err32
20250819;	153944;	1755598184.000;	       err32
20250819;	153948;	1755598188.000;	       err32
20250819;	153952;	1755598192.000;	       err32
20250819;	153956;	1755598196.000;	       err32
20250819;	154000;	1755598200.000;	       err32
20250819;	154004;	1755598204.000;	       err32
20250819;	154008;	1755598208.000;	       err32
20250819;	154012;	1755598212.000;	       err32
20250819;	154016;	1755598216.000;	       err32
20250819;	154020;	1755598220.000;	       err32
20250819;	154024;	1755598224.000;	       err32
20250819;	154028;	1755598228.000;	       err32
20250819;	154032;	1755598232.000;	       err32
20250819;	154036;	1755598236.000;	       err32
20250819;	154040;	1755598240.000;	       err32
20250819;	154044;	1755598244.000;	       err32
20250819;	154048;	1755598248.000;	       err32
20250819;	154052;	1755598252.000;	       err32
20250819;	154056;	1755598256.000;	       err32
20250819;	154100;	1755598260.000;	         447
20250819;	154104;	1755598264.000;	         451
20250819;	154108;	1755598268.000;	         455
20250819;	154112;	1755598272.000;	         459
20250819;	154116;	1755598276.000;	         463
20250819;	154120;	1755598280.000;	         467
20250819;	154124;	1755598284.000;	         471
20250819;	154128;	1755598288.000;	         475
20250819;	154132;	1755598292.000;	         479
20250819;	154136;	1755598296.000;	         483
20250819;	154140;	1755598300.000;	         487
20250819;	154144;	1755598304.000;	         491
20250819;	154148;	1755598308.000;	         495
20250819;	154152;	1755598312.000;	         499
20250819;	154156;	1755598316.000;	         503
20250819;	154200;	1755598320.000;	         507
20250819;	154204;	1755598324.000;	         511
20250819;	154208;	1755598328.000;	         515
20250819;	154212;	1755598332.000;	         519
20250819;	154216;	1755598336.000;	         523
20250819;	154220;	1755598340.000;	         527
20250819;	154224;	1755598344.000;	         531
20250819;	154228;	1755598348.000;	         535
20250819;	154232;	1755598352.000;	         539
20250819;	154236;	1755598356.000;	         543
20250819;	154240;	1755598360.000;	         547
20250819;	154244;	1755598364.000;	         551
20250819;	154248;	1755598368.000;	         555
20250819;	154252;	1755598372.000;	         559
20250819;	154256;	1755598376.000;	         563
20250819;	154300;	1755598380.000;	         567
20250819;	154304;	1755598384.000;	         571
20250819;	154308;	1755598388.000;	         575
20250819;	154312;	1755598392.000;	         579
20250819;	154316;	1755598396.000;	         583
20250819;	154320;	1755598400.000;	         587
20250819;	154324;	1755598404.000;	         591
20250819;	154328;	1755598408.000;	         595
20250819;	154332;	1755598412.000;	         599
20250819;	154336;	1755598416.000;	         603
20250819;	154340;	1755598420.000;	         607
20250819;	154344;	1755598424.000;	         611
20250819;	154348;	1755598428.000;	         615
20250819;	154352;	1755598432.000;	         619
20250819;	154356;	1755598436.000;	         623
20250819;	154400;	1755598440.000;	         627
20250819;	154404;	1755598444.000;	         631
20250819;	154408;	1755598448.000;	         635
20250819;	154412;	1755598452.000;	         639
20250819;	154416;	1755598456.000;	         643
20250819;	154420;	1755598460.000;	         647
20250819;	154424;	1755598464.000;	         651
20250819;	154428;	1755598468.000;	         655
20250819;	154432;	1755598472.000;	         659
20250819;	154436;	1755598476.000;	         663
20250819;	154440;	1755598480.000;	         667
20250819;	154444;	1755598484.000;	         671
20250819;	154448;	1755598488.000;	         675
20250819;	154452;	1755598492.000;	         679
20250819;	154456;	1755598496.000;	         683
20250819;	154500;	1755598500.000;	         687
20250819;	154504;	1755598504.000;	         691
20250819;	154508;	1755598508.000;	         695
20250819;	154512;	1755598512.000;	         699
20250819;	154516;	1755598516.000;	         703
20250819;	154520;	1755598520.000;	         707
20250819;	154524;	1755598524.000;	         711
20250819;	154528;	1755598528.000;	         715
20250819;	154532;	1755598532.000;	         718
20250819;	154536;	1755598536.000;	         722
20250819;	154540;	1755598540.000;	         726
20250819;	154544;	1755598544.000;	         730
20250819;	154548;	1755598548.000;	         734
20250819;	154552;	1755598552.000;	         738
20250819;	154556;	1755598556.000;	         742
20250819;	154600;	1755598560.000;	         746
20250819;	154604;	1755598564.000;	         750
20250819;	154608;	1755598568.000;	         754
20250819;	154612;	1755598572.000;	         758
20250819;	154616;	1755598576.000;	         762
20250819;	154620;	1755598580.000;	         766
20250819;	154624;	1755598584.000;	         770
20250819;	154628;	1755598588.000;	         774
20250819;	154632;	1755598592.000;	         778
20250819;	154636;	1755598596.000;	         782
20250819;	154640;	1755598600.000;	         786
20250819;	154644;	1755598604.000;	         790
20250819;	154648;	1755598608.000;	         794
20250819;	154652;	1755598612.000;	         798
20250819;	154656;	1755598616.000;	         802
20250819;	154700;	1755598620.000;	       err32
20250819;	154704;	1755598624.000;	       err32
20250819;	154708;	1755598628.000;	       err32
20250819;	154712;	1755598632.000;	       err32
20250819;	154716;	1755598636.000;	       err32
20250819;	154720;	1755598640.000;	       err32
20250819;	154724;	1755598644.000;	       err32
20250819;	154728;	1755598648.000;	         834
20250819;	154732;	1755598652.000;	         838
20250819;	154736;	1755598656.000;	         842
20250819;	154740;	1755598660.000;	         846
20250819;	154744;	1755598664.000;	         850
20250819;	154748;	1755598668.000;	         854
20250819;	154752;	1755598672.000;	         858
20250819;	154756;	1755598676.000;	         862
20250819;	154800;	1755598680.000;	         866
20250819;	154804;	1755598684.000;	         870
20250819;	154808;	1755598688.000;	         874
20250819;	154812;	1755598692.000;	         878
20250819;	154816;	1755598696.000;	         882
20250819;	154820;	1755598700.000;	         886
20250819;	154824;	1755598704.000;	         887
20250819;	154828;	1755598708.000;	         891
20250819;	154832;	1755598712.000;	         895
20250819;	154836;	1755598716.000;	         899
20250819;	154840;	1755598720.000;	         903
20250819;	154844;	1755598724.000;	         907
20250819;	154848;	1755598728.000;	         911
20250819;	154852;	1755598732.000;	         915
20250819;	154856;	1755598736.000;	         919
20250819;	154900;	1755598740.000;	         923
20250819;	154904;	1755598744.000;	         927
20250819;	154908;	1755598748.000;	         931
20250819;	154912;	1755598752.000;	         935
20250819;	154916;	1755598756.000;	         939
20250819;	154920;	1755598760.000;	         943
20250819;	154924;	1755598764.000;	         947
20250819;	154928;	1755598768.000;	         951
20250819;	154932;	1755598772.000;	         955
20250819;	154936;	1755598776.000;	         959
20250819;	154940;	1755598780.000;	         963
20250819;	154944;	1755598784.000;	         967
20250819;	154948;	1755598788.000;	         971
20250819;	154952;	1755598792.000;	       err32
20250819;	154956;	1755598796.000;	       err32
20250819;	155000;	1755598800.000;	       err32
20250819;	155004;	1755598804.000;	       err32
20250819;	155008;	1755598808.000;	       err32
20250819;	155012;	1755598812.000;	       err32
20250819;	155016;	1755598816.000;	       err32
20250819;	155020;	1755598820.000;	        err7
20250819;	155024;	1755598824.000;	        1007
20250819;	155028;	1755598828.000;	        1011
20250819;	155032;	1755598832.000;	        1015
20250819;	155036;	1755598836.000;	        1019
20250819;	155040;	1755598840.000;	        1023
20250819;	155044;	1755598844.000;	        1027
20250819;	155048;	1755598848.000;	       err32
20250819;	155052;	1755598852.000;	       err32
20250819;	155056;	1755598856.000;	       err32
20250819;	155100;	1755598860.000;	       err32
20250819;	155104;	1755598864.000;	       err32
20250819;	155108;	1755598868.000;	       err32
20250819;	155112;	1755598872.000;	       err32
20250819;	155116;	1755598876.000;	       err32
20250819;	155120;	1755598880.000;	       err32
20250819;	155124;	1755598884.000;	       err32
20250819;	155128;	1755598888.000;	       err32
20250819;	155132;	1755598892.000;	       err32
20250819;	155136;	1755598896.000;	       err32
20250819;	155140;	1755598900.000;	       err32
20250819;	155144;	1755598904.000;	       err32
20250819;	155148;	1755598908.000;	       err32
20250819;	155152;	1755598912.000;	       err32
20250819;	155156;	1755598916.000;	       err32
20250819;	155200;	1755598920.000;	       err32
20250819;	155204;	1755598924.000;	       err32
20250819;	155208;	1755598928.000;	       err32
20250819;	155212;	1755598932.000;	       err32
20250819;	155216;	1755598936.000;	       err32
20250819;	155220;	1755598940.000;	       err32
20250819;	155224;	1755598944.000;	       err32
20250819;	155228;	1755598948.000;	       err32
20250819;	155232;	1755598952.000;	       err32
20250819;	155236;	1755598956.000;	       err32
20250819;	155240;	1755598960.000;	       err32
20250819;	155244;	1755598964.000;	       err32
20250819;	155248;	1755598968.000;	       err32
20250819;	155252;	1755598972.000;	       err32
20250819;	155256;	1755598976.000;	       err32
20250819;	155300;	1755598980.000;	       err32
20250819;	155304;	1755598984.000;	       err32
20250819;	155308;	1755598988.000;	       err32
20250819;	155312;	1755598992.000;	       err32
20250819;	155316;	1755598996.000;	       err32
20250819;	155316;	1755598996.000;	       err11
20250819;	155320;	1755599000.000;	        1180
20250819;	155324;	1755599004.000;	        1184
20250819;	155328;	1755599008.000;	        1188
20250819;	155332;	1755599012.000;	        1192
20250819;	155336;	1755599016.000;	        1196
20250819;	155340;	1755599020.000;	       err32
20250819;	155344;	1755599024.000;	       err32
20250819;	155348;	1755599028.000;	       err32
20250819;	155352;	1755599032.000;	       err32
20250819;	155356;	1755599036.000;	       err32
20250819;	155400;	1755599040.000;	       err32
20250819;	155404;	1755599044.000;	       err32
20250819;	155408;	1755599048.000;	       err32
20250819;	155412;	1755599052.000;	       err32
20250819;	155416;	1755599056.000;	       err32
20250819;	155420;	1755599060.000;	       err32
20250819;	155424;	1755599064.000;	       err32
20250819;	155428;	1755599068.000;	       err32
20250819;	155432;	1755599072.000;	       err32
20250819;	155436;	1755599076.000;	       err32
20250819;	155440;	1755599080.000;	       err32
20250819;	155444;	1755599084.000;	       err32
20250819;	155448;	1755599088.000;	       err32
20250819;	155452;	1755599092.000;	       err32
20250819;	155456;	1755599096.000;	       err32
20250819;	155500;	1755599100.000;	       err32
20250819;	155504;	1755599104.000;	       err32
20250819;	155508;	1755599108.000;	       err32
20250819;	155512;	1755599112.000;	       err32
20250819;	155516;	1755599116.000;	       err32
20250819;	155520;	1755599120.000;	       err32
20250819;	155524;	1755599124.000;	       err32
20250819;	155528;	1755599128.000;	       err32
20250819;	155532;	1755599132.000;	       err32
20250819;	155536;	1755599136.000;	       err32
20250819;	155540;	1755599140.000;	       err32
20250819;	155544;	1755599144.000;	       err32
20250819;	155548;	1755599148.000;	       err32
20250819;	155552;	1755599152.000;	       err32
20250819;	155556;	1755599156.000;	       err32
20250819;	155600;	1755599160.000;	       err32
20250819;	155604;	1755599164.000;	       err32
20250819;	155608;	1755599168.000;	       err32
20250819;	155612;	1755599172.000;	       err32
20250819;	155616;	1755599176.000;	       err32
20250819;	155620;	1755599180.000;	       err32
20250819;	155624;	1755599184.000;	       err32
20250819;	155628;	1755599188.000;	       err32
20250819;	155632;	1755599192.000;	       err32
20250819;	155636;	1755599196.000;	       err32
20250819;	155640;	1755599200.000;	       err32
20250819;	155644;	1755599204.000;	       err32
20250819;	155648;	1755599208.000;	       err32
20250819;	155652;	1755599212.000;	       err32
20250819;	155656;	1755599216.000;	       err32
20250819;	155700;	1755599220.000;	       err32
20250819;	155704;	1755599224.000;	       err32
20250819;	155708;	1755599228.000;	       err32
20250819;	155712;	1755599232.000;	       err32
20250819;	155716;	1755599236.000;	       err32
20250819;	155720;	1755599240.000;	       err32
20250819;	155724;	1755599244.000;	       err32
20250819;	155728;	1755599248.000;	       err32
20250819;	155732;	1755599252.000;	       err32
20250819;	155736;	1755599256.000;	       err32
20250819;	155740;	1755599260.000;	       err32
20250819;	155744;	1755599264.000;	       err32
20250819;	155748;	1755599268.000;	       err32
20250819;	155752;	1755599272.000;	       err32
20250819;	155756;	1755599276.000;	       err32
20250819;	155800;	1755599280.000;	       err32
20250819;	155804;	1755599284.000;	       err32
20250819;	155808;	1755599288.000;	          29
20250819;	155812;	1755599292.000;	          33
20250819;	155816;	1755599296.000;	          37
20250819;	155820;	1755599300.000;	          41
20250819;	155824;	1755599304.000;	          45
20250819;	155828;	1755599308.000;	          49
20250819;	155832;	1755599312.000;	          53
20250819;	155836;	1755599316.000;	          57
20250819;	155840;	1755599320.000;	          61
20250819;	155844;	1755599324.000;	          65
20250819;	155848;	1755599328.000;	          69
20250819;	155852;	1755599332.000;	          73
20250819;	155856;	1755599336.000;	          77
20250819;	155900;	1755599340.000;	          81
20250819;	155904;	1755599344.000;	          85
20250819;	155908;	1755599348.000;	       err32
20250819;	155912;	1755599352.000;	       err32
20250819;	155916;	1755599356.000;	       err32
20250819;	155920;	1755599360.000;	       err32
20250819;	155924;	1755599364.000;	       err32
20250819;	155928;	1755599368.000;	       err32
20250819;	155932;	1755599372.000;	       err32
20250819;	155936;	1755599376.000;	       err32
20250819;	155940;	1755599380.000;	       err32
20250819;	155944;	1755599384.000;	       err32
20250819;	155948;	1755599388.000;	       err32
20250819;	155952;	1755599392.000;	       err32
20250819;	155956;	1755599396.000;	       err32
20250819;	160000;	1755599400.000;	       err32
20250819;	160004;	1755599404.000;	       err32
20250819;	160008;	1755599408.000;	       err32
20250819;	160012;	1755599412.000;	       err32
20250819;	160016;	1755599416.000;	       err32
20250819;	160020;	1755599420.000;	       err32
20250819;	160024;	1755599424.000;	       err32
20250819;	160028;	1755599428.000;	       err32
20250819;	160032;	1755599432.000;	       err32
20250819;	160036;	1755599436.000;	       err32
20250819;	160040;	1755599440.000;	       err32
20250819;	160044;	1755599444.000;	       err32
20250819;	160048;	1755599448.000;	       err32
20250819;	160052;	1755599452.000;	       err32
20250819;	160056;	1755599456.000;	       err32
20250819;	160100;	1755599460.000;	       err32
20250819;	160104;	1755599464.000;	       err32
20250819;	160108;	1755599468.000;	       err32
20250819;	160112;	1755599472.000;	       err32
20250819;	160116;	1755599476.000;	       err11
20250819;	160120;	1755599480.000;	         218
20250819;	160124;	1755599484.000;	         222
20250819;	160128;	1755599488.000;	         226
20250819;	160132;	1755599492.000;	         230
20250819;	160136;	1755599496.000;	         234
20250819;	160140;	1755599500.000;	         238
20250819;	160144;	1755599504.000;	         242
